Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary
26-09-1926,15:20:00,"New York, New York",Pacific Air Transport,500,"Newark, NJ - Hartford, CT",Sikorsky S-25,NC1492,1024,5,4,1,2,2,0,0,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed."
10-02-1926,10:45:00,"Leigh, Kent, Unied Kingdom",Fokker,307,Paris - Croydon,Bleriot 155,D-583,704,7,5,2,7,5,2,0,The postal plane crashed into a mountain slope in foggy conditions.
10-08-1926,03:30:00,"Bueren, Germany",Grands Express Aeriens,2501,"Albany, NY - Jersey City, NJ",Fokker FG III,D-74,S748,4,3,1,4,3,1,0,The flight crew encountered poor weather conditions and made an emergency landing. The aircraft landed in a field badly damaged and written off.
21-10-1926,00:45:00,English Channel,Qantas,14,Buenos Aires - Montevideo,Handley Page W-10,NC1059,232,12,10,2,0,0,0,0,Unknown.
11-11-1926,18:35:00,"Cape Bojador, Morocco",Varney Air Lines,903,Boston - Newark,Breguet 14,K-SALB,97,3,3,0,3,3,0,0,"While attempting to land, the engine failed, the aircraft stalled and crashed."
16-12-1926,16:00:00,"Medford, Oregon",Deutsche Lufthansa,32,Stettin - Norway,Ryan M-1,G-EBLB,911,1,0,1,1,0,1,0,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.
01-12-1927,22:25:00,"Estaires, France",US Aerial Mail Service,245,Port Aransas - Kansas City,Fokker F-VII,H-NABR,1,0,0,2,0,0,2,0,Crashed following engine failure.
20-03-1927,14:36:00,"Rabat, Morocco",Air Union,115,"London - Le touquet, France",Breguet 14,G-CATX,10519,1,0,1,1,0,1,0,Crashed into a field during a snow storm.
24-03-1927,09:40:00,"Tambo, Qld, Australia",Deutsche Lufthansa,4,Prague - Bratislava,de Havilland DH-9C,F-AIEP,1006,3,2,1,3,2,1,0,The three engine seaplane stalled and crashed into the sea shortly after taking off.
15-04-1927,14:20:00,"King Hill, Idaho",KLM Royal Dutch Airlines,83,Croydon - Brussels,Swallow Swallow,G-AUHI,622,1,0,1,1,0,1,0,Crashed after experiencing engine failure and attempting to make a forced landing.
22-04-1927,12:30:00,"Floh, Germany",Colonial Air Transport,115,Calgary - Moosejaw,Fokker FG III,NC7242,47,2,1,1,2,1,1,0,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer."
22-04-1927,08:00:00,"Goshen, Indiana",Reynolds Airways,16,"Cardington, England - Karachi, Pakistan",Douglas M-4,D-180,1,1,0,1,1,0,1,0,The postal plane crashed for unknown reasons.
05-02-1927,23:45:00,"Algiers, Algeria",Private,7,Berlin - Vienna,SPCA Meteore 63,F-AEEJ F-AEEJ,5-AT-046,3,0,3,1,0,1,0,The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.
27-07-1927,20:18:00,"Amoneburg, Germany",Deutsche Lufthansa,493,Casablanca - Bahat - Toulouse,Junkers F-13,NC1064,691,5,3,2,5,3,2,0,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight."
22-08-1927,20:08:00,"Sevenoaks, England",Lignes Aeriennes Latecoere,129,"Paris, France - London, England",Fokker F-VIII,F-AIMN,963,11,9,2,1,0,1,0,From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.
09-03-1927,23:00:00,"Willington, Connecticut",Colonial Air Transport,151,Porto Alegre - Laguna - Rio de Janeiro,Fokker Universal,F-AISN,41,1,0,1,1,0,1,0,The plane crashed while attempting to land at Dakar.
17-09-1927,09:00:00,"Hadley, New Jersey",CIDNA,610,"Burbank, CA - Oakland, CA",Fokker F-VII,NC7521,21/6844,12,11,1,7,6,1,0,Went into a tailspin and crashed into a corn field about 10 km from the airport.
17-09-1927,09:55:00,Atlantic Ocean,Aero O-Y,615,Shanghai - Hankow,Fokker F7,NC5436,634,3,1,2,3,1,2,0,The mail plane crashed shortly after taking off.
23-09-1927,02:19:00,"Schleiz, Germany",National Air Transport,CAM5763,Brussels - London,Dornier Merkur,NC792,918,6,4,2,6,4,2,0,Crashed in the gulf of Finland and never found.
10-06-1927,11:00:00,"Thies, Mauritania",Aeropostale,44-2,Portland - Pasco,Breguet 14,NC7862,5-AT-033,2,0,2,2,0,2,0,The postal plane crashed at night in poor weather.
30-10-1927,19:40:00,"New Brunswick, New Jersey",Latecoere Airlines,501,Gisborne - Hastings,Fairchild FC-2,P-BACA,44,4,3,1,4,3,1,0,A fire erupted aboard the mail plane while en route and crashed.
11-08-1927,04:40:00,"Strasburg, France",Colonial Western Airlines,324,Winnigeg - Moosejaw,Farman F-121 Jabiru,NC7687,87,1,0,1,1,0,1,0,"Suffered structural failure at an altitude of 1,000 ft."
16-11-1927,16:45:00,Over the Gulf of Finland,Aeropostale,6780,Algiers â€“ Marseille,Junkers F-13,D-1473,5-AT-050,6,4,2,6,4,2,0,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..
29-11-1927,19:15:00,"Corunna, Indiana",Aeropostale,101,Sydney - Melbourne,Douglas M-4,NC790,1165,1,0,1,1,0,1,0,The wing on the mail plane detached from the aircraft and crashed into the sea.
28-12-1927,19:32:00,"Almeria, Spain",Aeropostale,02-Apr,Kansas City - Wichita -  Los Angeles,Breguet 14,F-AEHX,R-101,1,0,1,1,0,1,0,Crashed after experiencing mechanical difficulties.
31-12-1927,10:00:00,"Near Marseille,France",Aeropostale,526A,San Diego - Los Angeles,LatécoÃ¨re 23 (flying boat),NC5650,443,5,0,5,5,0,5,0,Crashed in unknown circumstances.
01-08-1928,03:52:00,"Near Canajoharie, New York",Boeing Air Transport,416W,Lae - Bulolo,Fairchild FC-2,NC1682,2021,3,1,2,3,1,2,0,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.
16-01-1928,11:00:00,"Solis, Uruguay",Air Union,202,Saigon - Karachi,Latecoere 25,I-AZDA,120,2,0,2,2,0,2,0,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.
22-01-1928,19:10:00,"L'Hospitalet, AriÃ¨ge",Boeing Air Transport,251,Cologne - Saarbrucken,Breguet 14,F-AIMU F-AIMU,W8-7,1,0,1,1,0,1,0,Crashed into the sea while delivering mail in poor weather.
22-01-1928,10:20:00,"Tarragona, Spain",Iberia Airlines,201,Chicago - Detroit,Breguet 14,NC6480,921,2,0,2,2,0,2,0,Spatial disorientation after entering a snowstorm.
27-01-1928,05:20:00,"Almeria, Spain",Aeropostale,376,Constantinople - Budapest,Breguet 14,NC7683,1930,1,0,1,1,0,1,0,Crashed into a field after getting lost in fog.
26-02-1928,07:00:00,"Marquette, Nebraska",Ford Air Freight Inc.,841,Cincinnati - Atlanta,Boeing 40,NC7888,1422,2,1,1,1,1,0,0,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.
03-11-1928,19:30:00,"Off Cape Griz Nez, France",Deutsche Lufthansa,1-6-6A,Paris - Bucharest,Farman F-60 Goliath,NC9636 / 28-037,D-36,2,0,2,2,0,2,0,The cargo plane crashed on itâ€™s inaugural flight. The pilot tried to become airborne without sufficient speed.
17-04-1928,06:00:00,"Federal, Wyoming",Deutsche Lufthansa,-,"Oakland, CA - Seattle, WA",Boeing 40,M-SCAL,84,2,1,1,1,1,0,0,"After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error."
19-04-1928,22:00:00,"Minuesa, Spain",National Air Transport,470,Sydney - New York,Rohrbach Roland,H-MABC,241,9,7,2,9,7,2,0,"The ""Viper"" crashed for unknown reasons."
05-07-1928,03:00:00,"Florianopolis, Brazil Florianopolis, Brazil Florianopolis, Brazil",Aero O-Y,162,"Newark, NJ  - Camden, NJ - Washington DC",Latecoere 26,F-AISX,1063,5,3,2,1,1,0,0,The mail plane flew into tornado like winds and crashed in a field.
05-12-1928,22:00:00,"Dearborn, Minnesota",Imperial Airways,942,Durban - Cape Town,Ford 4,NC9700,442,2,0,2,2,0,2,0,Crashed under unknown circumstances
26-05-1928,15:00:00,"Radevormwald, Germany",KLM Royal Dutch Airlines,636,Nanking - Peiking,Junkers F-13,F-AFEJ,1044,5,4,1,3,2,1,0,"After the aircraft had climbed to 800 feet it disappeared from view of the airport in a south-west direction. The aircraft crashed into a market garden near Leigh Cottage on Woodcote Road, it was seen by residents flying low over the roof tops with the engine evidently in difficulties. The aircraft crashed into a potato field, the pilot in an open cockpit clambered clear and helped one of the passengers from the enclosed cabin free. The aircraft burst into flames and it was not possible to rescue the other passengers."
14-06-1928,14:00:00,"Frankfurt, Germany",British Columbia Airways,783/057,"Portland,  WA - Pasco, WA",AEGK,G-EBMT,2611,5,4,1,5,4,1,0,"The plane became airborne in a stalled condition, hit a shipsmast and crashed into the Waalhaven."
22-06-1928,03:38:00,"Lebo, Kansas",CIDNA,318,Kansas City - Chicago,Douglas M-4,NC7416,1057,1,0,1,1,0,1,0,Crashed into Puget Sound in dense fog 12 miles off Port Townsend.  Considered the first Canadian air disaster.
07-10-1928,12:00:00,Over the Gulf of Finland,Qantas,18,Djakarta - Amsterdam -  Bangkok - Rangoon (Burma),Junkers F-13,D-1620,5096,6,4,2,6,4,2,0,"After taking off the engine failed, the plane stalled and crashed."
13-07-1928,10:47:00,"Purley, England",National Parks Airways,229,Marseille - Algiers,Vickers 74 Vulcan,NC5435,64,6,5,1,4,4,0,0,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft encounted bad weather, crashed and caught fire."
24-07-1928,10:30:00,"Waalhaven, Netherlands",Deutsche Lufthansa,512,"Port Colombus, OH - Louisville, KY",Fokker (KLM) F.III,NC870E,177,6,5,1,1,1,0,0,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times."
25-08-1928,03:14:00,"Near Port Townsend, BC, Canada",Aeropostale,723,"Rockford - Chicago, IL - Madison, WI",Ford 4-AT-B Tri Motor,CCCP-217,154,7,5,2,7,5,2,0,Crashed due to engine failure.
09-02-1928,03:23:00,"Toul, France",National Air Transport,627,"San Francisco - Bakersfield - Los Angeles, CA",Bleriot Spad 33,D-757,3,5,2,3,5,2,3,0,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of LlancÃ ,"
09-04-1928,20:47:00,"Adelaide Hills, Australia",Air Union,783,Miami - Bimini,de Havilland DH.50J,NR859E,18,2,0,2,1,0,1,0,The mail plane crashed into a hill and burned during the night during poor weather conditons.
09-04-1928,19:38:00,"Pocatello, Idaho",Aeropostale,304/44,Chicago - Kalamazoo,Fokker Super Universal,NC9649,5AT-029,7,6,1,7,6,1,0,The pilot attempted an emergency landing in a muddy field and crashed.
09-06-1928,10:30:00,"Heroldbach, Germany",Universal Airlines,270,Training,Fokker FG III,G-EBMZ,56,3,2,1,3,2,1,0,The sea plane stuck a lightning mast and crashed into houses. Pilot error.
10-04-1928,11:07:00,"Gerona, Spain",Continental Air Lines,781,"Phoenix, AZ - Los Angeles, CA",Breguet 14,F-AIUJ,1428,3,2,1,3,2,1,0,The mail plane crashed in a heavy snow storm.
18-10-1928,17:30:00,"Polk, Pennsylvania",National Air Transport,314,Columbus - McKeesport,Douglas M-4,CF-ABE,334,1,0,1,1,0,1,0,The mail plane crashed in a heavy snow storm
31-10-1928,20:50:00,"Valence, France",Sunbeam Air Transport Co.,201,Damascus - Baghdad - Karachi,Bleriot Spad 56,F-AIUJ,107,2,1,1,1,0,1,0,The mail plane crashed in a snow storm.
15-11-1928,13:40:00,Off Gibraltar,Syndicato Condor,152,San Diego - Burbank - Oakland,Latecoere 32,G-AADN,178,3,0,3,1,0,1,0,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.
24-11-1928,14:00:00,"Edgerton, Ohio",Spokane Airways,971,"Santiago, Chile - Mendosa, Argentina",Hamilton H-47,NC9158,2110,3,2,1,3,2,1,0,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately."
25-11-1928,18:40:00,"Edgerton, Ohio",Deutsche Lufthansa,633, Marseille - Naples - Beyrouth - Saigon,Travel Air 4000,NC46M,897,1,0,1,1,0,1,0,The aircraft crashed while attempting to land in fog.
25-11-1928,19:25:00,"Bristolville, Ohio",National Air Transport,10,Amsterdam - Hanover - Copenagen - MalmÃ¶,Douglas M-4,D-903,1419,1,0,1,1,0,1,0,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames."
12-01-1928,05:30:00,"Spur, Texas",Interstate Airlines,136,El Paso - Dallas,Ford 4-AT-B Tri Motor,F-AIGB,49,5,4,1,5,4,1,0,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.
12-03-1928,10:40:00,"Near Rio de Janeiro,Brazil",CIDNA,57,Sydney - Lismore - Brisbane,Dornier Wal,I-TACO,5226,14,9,5,14,9,5,0,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.
12-10-1928,19:38:00,"Spokan, Washington",Colonial Air Transport,792,Dakar - Port Etienne - Algiers - Paris,Ford Tri-motor 4,NC8199,3,5,3,2,5,3,2,0,Crashed into high ground in fog.
12-11-1928,10:50:00,"Letzlingen, Germany",Varney Air Lines,451,London - Cologne - Berlin,Junkers G-31,NC789,1088,4,1,3,3,0,3,0,Struck a mountain slope  in poor weather.
20-12-1928,04:40:00,"Huron, Ohio",Aeroespresso,4844-C,Nuremberg - Frankfort,Douglas M-4,D-1594,5034,1,0,1,1,0,1,0,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.
23-12-1928,12:25:00,"Chattanooga, Tennessee",Aeropostale,329,"Little Rock, AR - Memphis, TN",Fairchild FC-2,NC184E,902,4,3,1,4,3,1,0,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.
31-12-1928,21:00:00,"Reims, France",Skyline Transportation Company,260,Test flight,Blériot Spad 66,F-AJJK,161,3,2,1,2,2,0,0,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons."
01-05-1929,04:23:00,"Stafford Springs, Connecticut",Colonial Western Airlines,626,Big Springs - San Antonio,Fairchild FC-2,NC9689,917,1,0,1,1,0,1,0,"While attempting to land, the aircraft overran the runway and hit the perimeter fence."
18-01-1929,16:50:00,"Cove, Oregon",New Standard Airlines,591,"Mendoza, Argentina - Santiago, Chili",Stearman C-38,F-AJCL,5016,1,0,1,1,0,1,0,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt.
25-01-1929,15:30:00,"Near Corfu, Greece",Maddux Airlines / Military - U.S.Army Air Force,711,Burbank - San Francisco,CMASA Wal,NC801H,1027,9,7,2,2,7,2,0,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred."
31-01-1929,09:00:00,Off Morocco,Mexicana,845/26,"Cologne, Germany - Croydon, England",Latecoere 26,F-FHMY,9,2,0,2,2,0,2,0,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent."
31-01-1929,17:30:00,"Morgantown, West Virginia",MALERT,560,Corfu - Naples,Travel Air 4000,NC9148,7120,1,0,1,1,0,1,0,"An engine failed, the plane stalled and crashed."
17-03-1929,15:07:00,"Newark, New Jersey",Aeropostale,402/46,Paris - Morroco,Ford 5-AT-B Tri Motor,F-AJPD,1054,15,13,2,14,13,1,0,A wing separated in flight and the plane crashed.
30-03-1929,08:03:00,"Near Beaumont, California",Pan American Airways,476,Sightseeing,Fokker F-VIIA,NC9675,162,4,3,1,4,3,1,0,The plane collided with a submerged object while taking off.
21-04-1929,20:40:00,"San Diego, California",Aeropostale,214,Athens - Rhodes,Ford 5-AT-B Tri-Motor / B-PW-9D,D-864,1042,6,3,3,6,3,3,0,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed. The plane was named ""Christopher Columbus""."
